access_id,asset_id,path,task_id,access_class,authorization_status,allowed_operation,forbidden_operation,executor_role,required_reviewer_role,raw_content_persistence,output_redaction,external_access,patient_data_risk,clinical_content_risk,status,evidence_reference,notes
A65B-ACCESS-TASK-B02-PHI-004,PHI-004,ocr-service input/output buffers,TASK-B02,NO_CONTENT_ACCESS,AUTHORIZED,READ_EXISTING_PATH_LEVEL_METADATA_ONLY,READ_RUNTIME_OR_PATIENT_CONTENT,security,security;privacy,no,GOVERNANCE_METADATA_ONLY,FORBIDDEN,PHI_CAPABLE_PATH,NONE,COMPLETED,A65B-B02-PHI-004,PHI path-level metadata only
A65B-ACCESS-TASK-B02-PHI-005,PHI-005,execution-trace-service ExecutionTrace store,TASK-B02,NO_CONTENT_ACCESS,AUTHORIZED,READ_EXISTING_PATH_LEVEL_METADATA_ONLY,READ_RUNTIME_OR_PATIENT_CONTENT,security,security;privacy,no,GOVERNANCE_METADATA_ONLY,FORBIDDEN,PHI_CAPABLE_PATH,NONE,COMPLETED,A65B-B02-PHI-005,PHI path-level metadata only
A65B-ACCESS-TASK-B02-PHI-006,PHI-006,frontend/src/components/cdp-visualization/,TASK-B02,NO_CONTENT_ACCESS,AUTHORIZED,READ_EXISTING_PATH_LEVEL_METADATA_ONLY,READ_RUNTIME_OR_PATIENT_CONTENT,security,security;privacy,no,GOVERNANCE_METADATA_ONLY,FORBIDDEN,PHI_CAPABLE_PATH,NONE,COMPLETED,A65B-B02-PHI-006,PHI path-level metadata only
A65B-ACCESS-TASK-B03-PROMPT-001,PROMPT-001,common/aidoctor_llm/prompt_manager.py,TASK-B03,HASH_AND_STRUCTURE_COMPARE_ALLOWED,AUTHORIZED,LOCAL_HASH_STRUCTURE_AND_REFERENCE_COMPARISON_ONLY,PERSIST_RAW_CONTENT;MERGE_DELETE_MODIFY_TARGETS;PRODUCTION_SOT_DECISION,architecture,architecture;evidence,no,COUNTS_HASHES_RELATIONSHIP_METADATA_ONLY,FORBIDDEN,NONE,STRUCTURE_ONLY,COMPLETED,a6-5-b-duplication-conflict-register.csv,
A65B-ACCESS-TASK-B03-PROMPT-002,PROMPT-002,diagnosis-engine-service/app/utils/prompt_templates.py,TASK-B03,HASH_AND_STRUCTURE_COMPARE_ALLOWED,AUTHORIZED,LOCAL_HASH_STRUCTURE_AND_REFERENCE_COMPARISON_ONLY,PERSIST_RAW_CONTENT;MERGE_DELETE_MODIFY_TARGETS;PRODUCTION_SOT_DECISION,architecture,architecture;evidence,no,COUNTS_HASHES_RELATIONSHIP_METADATA_ONLY,FORBIDDEN,NONE,STRUCTURE_ONLY,COMPLETED,a6-5-b-duplication-conflict-register.csv,
A65B-ACCESS-TASK-B03-MODEL-004,MODEL-004,diagnosis-engine-service/app/engines/llm_engine.py,TASK-B03,HASH_AND_STRUCTURE_COMPARE_ALLOWED,AUTHORIZED,LOCAL_HASH_STRUCTURE_AND_REFERENCE_COMPARISON_ONLY,PERSIST_RAW_CONTENT;MERGE_DELETE_MODIFY_TARGETS;PRODUCTION_SOT_DECISION,architecture,architecture;evidence,no,COUNTS_HASHES_RELATIONSHIP_METADATA_ONLY,FORBIDDEN,NONE,STRUCTURE_ONLY,COMPLETED,a6-5-b-duplication-conflict-register.csv,
A65B-ACCESS-TASK-B03-MODEL-005,MODEL-005,diagnosis-engine-service/app/multi-engine-fusion/llm_engine.py,TASK-B03,HASH_AND_STRUCTURE_COMPARE_ALLOWED,AUTHORIZED,LOCAL_HASH_STRUCTURE_AND_REFERENCE_COMPARISON_ONLY,PERSIST_RAW_CONTENT;MERGE_DELETE_MODIFY_TARGETS;PRODUCTION_SOT_DECISION,architecture,architecture;evidence,no,COUNTS_HASHES_RELATIONSHIP_METADATA_ONLY,FORBIDDEN,NONE,STRUCTURE_ONLY,COMPLETED,a6-5-b-duplication-conflict-register.csv,
A65B-ACCESS-TASK-B03-DOC-001,DOC-001,docs/AI医生/项目文档/0.文档索引/全局文档索引.md,TASK-B03,HASH_AND_STRUCTURE_COMPARE_ALLOWED,AUTHORIZED,LOCAL_HASH_STRUCTURE_AND_REFERENCE_COMPARISON_ONLY,PERSIST_RAW_CONTENT;MERGE_DELETE_MODIFY_TARGETS;PRODUCTION_SOT_DECISION,architecture,architecture;evidence,no,COUNTS_HASHES_RELATIONSHIP_METADATA_ONLY,FORBIDDEN,NONE,STRUCTURE_ONLY,COMPLETED,a6-5-b-duplication-conflict-register.csv,
A65B-ACCESS-TASK-B03-DOC-002,DOC-002,docs/AI医生/项目文档/0.文档索引/按场景索引.md,TASK-B03,HASH_AND_STRUCTURE_COMPARE_ALLOWED,AUTHORIZED,LOCAL_HASH_STRUCTURE_AND_REFERENCE_COMPARISON_ONLY,PERSIST_RAW_CONTENT;MERGE_DELETE_MODIFY_TARGETS;PRODUCTION_SOT_DECISION,architecture,architecture;evidence,no,COUNTS_HASHES_RELATIONSHIP_METADATA_ONLY,FORBIDDEN,NONE,STRUCTURE_ONLY,COMPLETED,a6-5-b-duplication-conflict-register.csv,
A65B-ACCESS-TASK-B03-DOC-003,DOC-003,docs/AI医生/项目文档/0.文档索引/按角色索引.md,TASK-B03,HASH_AND_STRUCTURE_COMPARE_ALLOWED,AUTHORIZED,LOCAL_HASH_STRUCTURE_AND_REFERENCE_COMPARISON_ONLY,PERSIST_RAW_CONTENT;MERGE_DELETE_MODIFY_TARGETS;PRODUCTION_SOT_DECISION,architecture,architecture;evidence,no,COUNTS_HASHES_RELATIONSHIP_METADATA_ONLY,FORBIDDEN,NONE,STRUCTURE_ONLY,COMPLETED,a6-5-b-duplication-conflict-register.csv,
A65B-ACCESS-TASK-B04-CLIN-020,CLIN-020,health-state-assessment-service/app/rules/red_flag_rules.py,TASK-B04,HUMAN_SUPERVISED_CLINICAL_READ,BLOCKED,NONE,READ_EXTRACT_APPROVE_OR_MAP_CLINICAL_CONTENT,none,clinical,no,NO_OUTPUT,FORBIDDEN,NONE,HIGH_BLOCKED,NOT_STARTED,,HUMAN_SUPERVISED_CLINICAL_READ registered but inactive
A65B-ACCESS-TASK-B04-CLIN-021,CLIN-021,health-state-assessment-service/app/rules/risk_screening_rules.py,TASK-B04,HUMAN_SUPERVISED_CLINICAL_READ,BLOCKED,NONE,READ_EXTRACT_APPROVE_OR_MAP_CLINICAL_CONTENT,none,clinical,no,NO_OUTPUT,FORBIDDEN,NONE,HIGH_BLOCKED,NOT_STARTED,,HUMAN_SUPERVISED_CLINICAL_READ registered but inactive
A65B-ACCESS-TASK-B04-CLIN-022,CLIN-022,health-state-assessment-service/app/rules/severity_rules.py,TASK-B04,HUMAN_SUPERVISED_CLINICAL_READ,BLOCKED,NONE,READ_EXTRACT_APPROVE_OR_MAP_CLINICAL_CONTENT,none,clinical,no,NO_OUTPUT,FORBIDDEN,NONE,HIGH_BLOCKED,NOT_STARTED,,HUMAN_SUPERVISED_CLINICAL_READ registered but inactive
A65B-ACCESS-TASK-B04-CLIN-025,CLIN-025,risk-assessment-service/app/services/triage_engine.py,TASK-B04,HUMAN_SUPERVISED_CLINICAL_READ,BLOCKED,NONE,READ_EXTRACT_APPROVE_OR_MAP_CLINICAL_CONTENT,none,clinical,no,NO_OUTPUT,FORBIDDEN,NONE,HIGH_BLOCKED,NOT_STARTED,,HUMAN_SUPERVISED_CLINICAL_READ registered but inactive
A65B-ACCESS-TASK-B04-CLIN-026,CLIN-026,risk-assessment-service/app/services/upgrade_rule_engine.py,TASK-B04,HUMAN_SUPERVISED_CLINICAL_READ,BLOCKED,NONE,READ_EXTRACT_APPROVE_OR_MAP_CLINICAL_CONTENT,none,clinical,no,NO_OUTPUT,FORBIDDEN,NONE,HIGH_BLOCKED,NOT_STARTED,,HUMAN_SUPERVISED_CLINICAL_READ registered but inactive
A65B-ACCESS-TASK-B04-PROMPT-001,PROMPT-001,common/aidoctor_llm/prompt_manager.py,TASK-B04,HUMAN_SUPERVISED_CLINICAL_READ,BLOCKED,NONE,READ_EXTRACT_APPROVE_OR_MAP_CLINICAL_CONTENT,none,clinical,no,NO_OUTPUT,FORBIDDEN,NONE,HIGH_BLOCKED,NOT_STARTED,,HUMAN_SUPERVISED_CLINICAL_READ registered but inactive
A65B-ACCESS-TASK-B04-PROMPT-003,PROMPT-003,diagnosis-engine-service/app/config/prompt_templates/diagnosis_reasoning.jinja2,TASK-B04,HUMAN_SUPERVISED_CLINICAL_READ,BLOCKED,NONE,READ_EXTRACT_APPROVE_OR_MAP_CLINICAL_CONTENT,none,clinical,no,NO_OUTPUT,FORBIDDEN,NONE,HIGH_BLOCKED,NOT_STARTED,,HUMAN_SUPERVISED_CLINICAL_READ registered but inactive
A65B-ACCESS-TASK-B04-PROMPT-004,PROMPT-004,diagnosis-engine-service/app/config/prompt_templates/path_injection.jinja2,TASK-B04,HUMAN_SUPERVISED_CLINICAL_READ,BLOCKED,NONE,READ_EXTRACT_APPROVE_OR_MAP_CLINICAL_CONTENT,none,clinical,no,NO_OUTPUT,FORBIDDEN,NONE,HIGH_BLOCKED,NOT_STARTED,,HUMAN_SUPERVISED_CLINICAL_READ registered but inactive
A65B-ACCESS-TASK-B04-PROMPT-008,PROMPT-008,health-state-assessment-service/app/services/nlu/prompt_manager.py,TASK-B04,HUMAN_SUPERVISED_CLINICAL_READ,BLOCKED,NONE,READ_EXTRACT_APPROVE_OR_MAP_CLINICAL_CONTENT,none,clinical,no,NO_OUTPUT,FORBIDDEN,NONE,HIGH_BLOCKED,NOT_STARTED,,HUMAN_SUPERVISED_CLINICAL_READ registered but inactive
