discovery_id,asset_id,path,risk_level_before,risk_level_after,path_status_before,path_status_after,risk_basis_before,risk_basis_after,phi_path_class,existence_method,reference_method,reference_paths,result,inventory_change,quarantine_status,evidence_reference,notes
DISC-063,CLIN-023,health-state-assessment-service/app/rules/work_mode_rules.py,P0,P0,TRACKED_FILE,TRACKED_FILE,CLINICAL_LOGIC_ACTIVE_PATH,CLINICAL_LOGIC_ACTIVE_PATH,,git_cat-file_-e+git_ls_files,git_grep_-l_filename_only,docs/AI医生/项目文档/10.实现与部署/项目结构设计.md;docs/refactoring/evidence/phase-a/a2/python-clinical-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;health-state-assessment-service/README.md;health-state-assessment-service/app/services/health_state_assessment.py;health-state-assessment-service/docs/health-state-assessment-service - 已实现功能清单.md;health-state-assessment-service/docs/health-state-assessment-service - 服务实现方案.md,VALIDATED_FOR_DISCOVERY,NONE,,a6-5-a-discovery-results.csv#DISC-063,Path/metadata discovery only; no content inspection
DISC-064,CLIN-024,health-state-assessment-service/app/rules/wellness_plan_rules.py,P0,P0,TRACKED_FILE,TRACKED_FILE,CLINICAL_LOGIC_ACTIVE_PATH,CLINICAL_LOGIC_ACTIVE_PATH,,git_cat-file_-e+git_ls_files,git_grep_-l_filename_only,docs/AI医生/项目文档/10.实现与部署/项目结构设计.md;docs/refactoring/evidence/phase-a/a2/python-clinical-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;health-state-assessment-service/README.md;health-state-assessment-service/docs/health-state-assessment-service - 已实现功能清单.md,VALIDATED_FOR_DISCOVERY,NONE,,a6-5-a-discovery-results.csv#DISC-064,Path/metadata discovery only; no content inspection
DISC-065,CLIN-025,risk-assessment-service/app/services/triage_engine.py,P0,P0,TRACKED_FILE,TRACKED_FILE,CLINICAL_LOGIC_ACTIVE_PATH,CLINICAL_LOGIC_ACTIVE_PATH,,git_cat-file_-e+git_ls_files,git_grep_-l_filename_only,docs/AI医生/项目文档/10.实现与部署/项目结构设计.md;docs/refactoring/evidence/phase-a/a2/python-clinical-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/方案讨论过程文件/AI医生系统-开发流程.md;risk-assessment-service/app/api/routes.py;risk-assessment-service/docs/risk-assessment-service - 已实现功能清单.md,VALIDATED_FOR_DISCOVERY,NONE,,a6-5-a-discovery-results.csv#DISC-065,Path/metadata discovery only; no content inspection
DISC-066,CLIN-026,risk-assessment-service/app/services/upgrade_rule_engine.py,P0,P0,TRACKED_FILE,TRACKED_FILE,CLINICAL_LOGIC_ACTIVE_PATH,CLINICAL_LOGIC_ACTIVE_PATH,,git_cat-file_-e+git_ls_files,git_grep_-l_filename_only,docs/AI医生/项目文档/10.实现与部署/项目结构设计.md;docs/refactoring/evidence/phase-a/a2/python-clinical-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/方案讨论过程文件/AI医生系统-开发流程.md;risk-assessment-service/app/api/routes.py;risk-assessment-service/app/services/risk_assessment_engine.py;risk-assessment-service/docs/risk-assessment-service - 已实现功能清单.md,VALIDATED_FOR_DISCOVERY,NONE,,a6-5-a-discovery-results.csv#DISC-066,Path/metadata discovery only; no content inspection
DISC-067,CLIN-027,dialog-service/app/identifiers/information_gap_identifier.py,P0,P0,TRACKED_FILE,TRACKED_FILE,CLINICAL_LOGIC_ACTIVE_PATH,CLINICAL_LOGIC_ACTIVE_PATH,,git_cat-file_-e+git_ls_files,git_grep_-l_filename_only,dialog-service/README.md;dialog-service/app/identifiers/__init__.py;dialog-service/app/services/dialog_service.py;dialog-service/docs/dialog-service - 已实现功能清单.md;dialog-service/docs/dialog-service - 服务实现方案.md;docs/AI医生/项目文档/10.实现与部署/项目结构设计.md;docs/refactoring/evidence/phase-a/a2/python-clinical-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/方案讨论过程文件/AI医生系统-开发流程.md;docs/方案讨论过程文件/功能与技术设计/AI医生系统-技术架构设计-核心架构.md,VALIDATED_FOR_DISCOVERY,NONE,,a6-5-a-discovery-results.csv#DISC-067,Path/metadata discovery only; no content inspection
DISC-068,CLIN-028,dialog-service/app/core/nlg.py,P0,P0,TRACKED_FILE,TRACKED_FILE,CLINICAL_LOGIC_ACTIVE_PATH,CLINICAL_LOGIC_ACTIVE_PATH,,git_cat-file_-e+git_ls_files,none,,VALIDATED_FOR_DISCOVERY,NONE,,a6-5-a-discovery-results.csv#DISC-068,Path/metadata discovery only; no content inspection
DISC-069,CLIN-029,diagnosis-engine-service/data/问题清单/结构化问题清单模板.yaml,P0,P0,TRACKED_FILE,TRACKED_FILE,CLINICAL_LOGIC_ACTIVE_PATH,CLINICAL_LOGIC_ACTIVE_PATH,,git_cat-file_-e+git_ls_files,git_grep_-l_filename_only,docs/AI医生/知识内容提取/提取方案/知识内容AI生成可行性分析.md;docs/AI医生/知识内容提取/知识库结构设计/AI医生系统-知识内容需求最终版.md;docs/AI医生/知识内容提取/知识库结构设计/使用分析/配置文件使用分析.md;docs/AI医生/知识内容提取/知识库结构设计/内容组/AI诊断系统资料准备-梳理总结.md;docs/AI医生/知识内容提取/知识库结构设计/知识内容与映射关系说明.md;docs/AI医生/知识内容提取/知识库结构设计/知识内容混合存储方案-简化版.md;docs/AI医生/知识内容提取/知识库结构设计/知识内容混合存储方案-详细设计.md;docs/AI医生/知识内容提取/知识库结构设计/结构设计/流程/知识图谱结构设计实际流程.md;docs/AI医生/知识内容提取/知识库结构设计/结构设计/设计/配置文件结构设计.md;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/方案讨论过程文件/AI医生系统-整体开发计划.md;docs/方案讨论过程文件/功能设计与知识内容需求匹配度分析.md,VALIDATED_FOR_DISCOVERY,NONE,,a6-5-a-discovery-results.csv#DISC-069,Path/metadata discovery only; no content inspection
DISC-070,PROMPT-001,common/aidoctor_llm/prompt_manager.py,P0,P0,TRACKED_FILE,TRACKED_FILE,CLINICAL_LOGIC_ACTIVE_PATH,CLINICAL_LOGIC_ACTIVE_PATH,,git_cat-file_-e+git_ls_files,git_grep_-l_filename_only,common/aidoctor_llm/__init__.py;dialog-service/README.md;dialog-service/app/core/nlg.py;dialog-service/app/core/nlu.py;dialog-service/docs/dialog-service - 已实现功能清单.md;dialog-service/docs/dialog-service - 服务实现方案.md;docs/AI医生/项目文档/13.技术细节/LangChain架构开发流程.md;docs/refactoring/evidence/phase-a/a2/prompt-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;explanation-service/app/builders/explanation_generator.py;explanation-service/docs/explanation-service - 服务实现方案.md;health-state-assessment-service/app/services/entry_assessment/step2_enhanced/situation_judger.py;health-state-assessment-service/app/services/entry_assessment/step2_enhanced/symptom_concern_identifier.py;health-state-assessment-service/app/services/nlu/README.md;health-state-assessment-service/app/services/nlu/entity_extractor.py,VALIDATED_FOR_DISCOVERY,NONE,,a6-5-a-discovery-results.csv#DISC-070,Path/metadata discovery only; no content inspection
DISC-071,PROMPT-002,diagnosis-engine-service/app/utils/prompt_templates.py,P0,P0,TRACKED_FILE,TRACKED_FILE,CLINICAL_LOGIC_ACTIVE_PATH,CLINICAL_LOGIC_ACTIVE_PATH,,git_cat-file_-e+git_ls_files,git_grep_-l_filename_only,diagnosis-engine-service/README.md;diagnosis-engine-service/app/engines/llm_engine.py;diagnosis-engine-service/app/multi-engine-fusion/llm_engine.py;diagnosis-engine-service/docs/diagnosis-engine-service - 已实现功能清单.md;docs/AI医生/项目文档/10.实现与部署/环境配置指南.md;docs/AI医生/项目文档/13.技术细节/LangChain架构开发流程.md;docs/refactoring/evidence/phase-a/a2/prompt-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/方案讨论过程文件/项目逻辑梳理/AI医生系统-大模型在推理流程中的作用与约束机制.md,VALIDATED_FOR_DISCOVERY,NONE,,a6-5-a-discovery-results.csv#DISC-071,Path/metadata discovery only; no content inspection
DISC-072,PROMPT-003,diagnosis-engine-service/app/config/prompt_templates/diagnosis_reasoning.jinja2,P0,P0,TRACKED_FILE,TRACKED_FILE,CLINICAL_LOGIC_ACTIVE_PATH,CLINICAL_LOGIC_ACTIVE_PATH,,git_cat-file_-e+git_ls_files,git_grep_-l_filename_only,common/aidoctor_llm/README.md;common/aidoctor_llm/prompt_manager.py;diagnosis-engine-service/app/config/prompt_templates/templates.yaml;diagnosis-engine-service/app/engines/llm_engine.py;diagnosis-engine-service/app/multi-engine-fusion/llm_engine.py;diagnosis-engine-service/app/utils/prompt_templates.py;diagnosis-engine-service/docs/diagnosis-engine-service - 已实现功能清单.md;docs/AI医生/项目文档/13.技术细节/LangChain架构开发流程.md;docs/refactoring/evidence/phase-a/a2/model-call-inventory.csv;docs/refactoring/evidence/phase-a/a2/prompt-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/方案讨论过程文件/项目逻辑梳理/AI医生系统-大模型在推理流程中的作用与约束机制.md,VALIDATED_FOR_DISCOVERY,NONE,,a6-5-a-discovery-results.csv#DISC-072,Path/metadata discovery only; no content inspection
DISC-073,PROMPT-004,diagnosis-engine-service/app/config/prompt_templates/path_injection.jinja2,P0,P0,TRACKED_FILE,TRACKED_FILE,CLINICAL_LOGIC_ACTIVE_PATH,CLINICAL_LOGIC_ACTIVE_PATH,,git_cat-file_-e+git_ls_files,git_grep_-l_filename_only,common/aidoctor_llm/prompt_manager.py;diagnosis-engine-service/app/config/prompt_templates/templates.yaml;diagnosis-engine-service/app/utils/prompt_templates.py;docs/refactoring/evidence/phase-a/a2/model-call-inventory.csv;docs/refactoring/evidence/phase-a/a2/prompt-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/方案讨论过程文件/项目逻辑梳理/AI医生系统-大模型在推理流程中的作用与约束机制.md,VALIDATED_FOR_DISCOVERY,NONE,,a6-5-a-discovery-results.csv#DISC-073,Path/metadata discovery only; no content inspection
DISC-074,PROMPT-005,diagnosis-engine-service/app/config/prompt_templates/question_generation.jinja2,P1,P1,TRACKED_FILE,TRACKED_FILE,CLINICAL_REVIEW_BLOCKER,CLINICAL_REVIEW_BLOCKER,,git_cat-file_-e+git_ls_files,git_grep_-l_filename_only,common/aidoctor_llm/README.md;common/aidoctor_llm/prompt_manager.py;diagnosis-engine-service/app/config/prompt_templates/templates.yaml;diagnosis-engine-service/app/utils/prompt_templates.py;dialog-service/README.md;dialog-service/app/api/routes.py;dialog-service/app/core/nlg.py;dialog-service/docs/dialog-service - 已实现功能清单.md;dialog-service/docs/dialog-service - 服务实现方案.md;docs/AI医生/项目文档/13.技术细节/LangChain架构开发流程.md;docs/refactoring/evidence/phase-a/a2/prompt-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/方案讨论过程文件/项目逻辑梳理/AI医生系统-大模型在推理流程中的作用与约束机制.md,VALIDATED_FOR_DISCOVERY,NONE,,a6-5-a-discovery-results.csv#DISC-074,Path/metadata discovery only; no content inspection
DISC-075,PROMPT-006,diagnosis-engine-service/app/config/prompt_templates/explanation_generation.jinja2,P1,P1,TRACKED_FILE,TRACKED_FILE,CLINICAL_REVIEW_BLOCKER,CLINICAL_REVIEW_BLOCKER,,git_cat-file_-e+git_ls_files,git_grep_-l_filename_only,common/aidoctor_llm/README.md;common/aidoctor_llm/prompt_manager.py;diagnosis-engine-service/app/config/prompt_templates/templates.yaml;diagnosis-engine-service/app/utils/prompt_templates.py;docs/AI医生/项目文档/13.技术细节/LangChain架构开发流程.md;docs/refactoring/evidence/phase-a/a2/prompt-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/方案讨论过程文件/项目逻辑梳理/AI医生系统-大模型在推理流程中的作用与约束机制.md;explanation-service/app/api/routes.py;explanation-service/app/builders/explanation_generator.py;explanation-service/docs/explanation-service - 服务实现方案.md,VALIDATED_FOR_DISCOVERY,NONE,,a6-5-a-discovery-results.csv#DISC-075,Path/metadata discovery only; no content inspection
DISC-076,PROMPT-007,diagnosis-engine-service/app/config/prompt_templates/templates.yaml,P1,P1,TRACKED_FILE,TRACKED_FILE,CLINICAL_REVIEW_BLOCKER,CLINICAL_REVIEW_BLOCKER,,git_cat-file_-e+git_ls_files,git_grep_-l_filename_only,common/aidoctor_llm/README.md;common/aidoctor_llm/prompt_manager.py;diagnosis-engine-service/README.md;diagnosis-engine-service/app/engines/llm_engine.py;diagnosis-engine-service/app/multi-engine-fusion/llm_engine.py;diagnosis-engine-service/app/utils/prompt_templates.py;diagnosis-engine-service/docs/diagnosis-engine-service - 已实现功能清单.md;dialog-service/app/core/nlg.py;docs/AI医生/知识内容提取/知识库结构设计/AI医生系统-系统边界与合规定位规范.md;docs/AI医生/项目文档/10.实现与部署/环境配置指南.md;docs/AI医生/项目文档/13.技术细节/LangChain架构开发流程.md;docs/refactoring/evidence/phase-a/a2/prompt-inventory.csv;docs/refactoring/evidence/phase-a/a2/python-clinical-asset-inventory.csv;docs/refactoring/evidence/phase-a/a2/python-dependency-inventory.csv,VALIDATED_FOR_DISCOVERY,NONE,,a6-5-a-discovery-results.csv#DISC-076,Path/metadata discovery only; no content inspection
DISC-077,PROMPT-008,health-state-assessment-service/app/services/nlu/prompt_manager.py,P0,P0,TRACKED_FILE,TRACKED_FILE,CLINICAL_LOGIC_ACTIVE_PATH,CLINICAL_LOGIC_ACTIVE_PATH,,git_cat-file_-e+git_ls_files,git_grep_-l_filename_only,common/aidoctor_llm/__init__.py;dialog-service/README.md;dialog-service/app/core/nlg.py;dialog-service/app/core/nlu.py;dialog-service/docs/dialog-service - 已实现功能清单.md;dialog-service/docs/dialog-service - 服务实现方案.md;docs/AI医生/项目文档/13.技术细节/LangChain架构开发流程.md;docs/refactoring/evidence/phase-a/a2/prompt-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;explanation-service/app/builders/explanation_generator.py;explanation-service/docs/explanation-service - 服务实现方案.md;health-state-assessment-service/app/services/entry_assessment/step2_enhanced/situation_judger.py;health-state-assessment-service/app/services/entry_assessment/step2_enhanced/symptom_concern_identifier.py;health-state-assessment-service/app/services/nlu/README.md;health-state-assessment-service/app/services/nlu/entity_extractor.py,VALIDATED_FOR_DISCOVERY,NONE,,a6-5-a-discovery-results.csv#DISC-077,Path/metadata discovery only; no content inspection
DISC-078,PROMPT-009,dialog-service/app/utils/prompt_manager.py,P1,P1,TRACKED_FILE,TRACKED_FILE,CLINICAL_REVIEW_BLOCKER,CLINICAL_REVIEW_BLOCKER,,git_cat-file_-e+git_ls_files,git_grep_-l_filename_only,common/aidoctor_llm/__init__.py;dialog-service/README.md;dialog-service/app/core/nlg.py;dialog-service/app/core/nlu.py;dialog-service/docs/dialog-service - 已实现功能清单.md;dialog-service/docs/dialog-service - 服务实现方案.md;docs/AI医生/项目文档/13.技术细节/LangChain架构开发流程.md;docs/refactoring/evidence/phase-a/a2/prompt-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;explanation-service/app/builders/explanation_generator.py;explanation-service/docs/explanation-service - 服务实现方案.md;health-state-assessment-service/app/services/entry_assessment/step2_enhanced/situation_judger.py;health-state-assessment-service/app/services/entry_assessment/step2_enhanced/symptom_concern_identifier.py;health-state-assessment-service/app/services/nlu/README.md;health-state-assessment-service/app/services/nlu/entity_extractor.py,VALIDATED_FOR_DISCOVERY,NONE,,a6-5-a-discovery-results.csv#DISC-078,Path/metadata discovery only; no content inspection
DISC-079,PROMPT-010,dialog-service/app/core/nlu.py,P1,P1,TRACKED_FILE,TRACKED_FILE,CLINICAL_REVIEW_BLOCKER,CLINICAL_REVIEW_BLOCKER,,git_cat-file_-e+git_ls_files,none,,VALIDATED_FOR_DISCOVERY,NONE,,a6-5-a-discovery-results.csv#DISC-079,Path/metadata discovery only; no content inspection
DISC-080,PROMPT-011,explanation-service/app/builders/explanation_generator.py,P1,P1,TRACKED_FILE,TRACKED_FILE,CLINICAL_REVIEW_BLOCKER,CLINICAL_REVIEW_BLOCKER,,git_cat-file_-e+git_ls_files,git_grep_-l_filename_only,docs/refactoring/evidence/phase-a/a2/model-call-inventory.csv;docs/refactoring/evidence/phase-a/a2/prompt-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;explanation-service/app/builders/__init__.py;explanation-service/app/services/explanation_service.py;explanation-service/docs/explanation-service - 已实现功能清单.md;explanation-service/docs/explanation-service - 服务实现方案.md,VALIDATED_FOR_DISCOVERY,NONE,,a6-5-a-discovery-results.csv#DISC-080,Path/metadata discovery only; no content inspection
DISC-081,PROMPT-012,docs/refactoring/evidence/phase-a/a2/prompt-inventory.csv,P2,P2,TRACKED_FILE,TRACKED_FILE,ARCHITECTURE_GOVERNANCE_BLOCKER,ARCHITECTURE_GOVERNANCE_BLOCKER,,git_cat-file_-e+git_ls_files,none,,VALIDATED_FOR_DISCOVERY,NONE,,a6-5-a-discovery-results.csv#DISC-081,Path/metadata discovery only; no content inspection
DISC-082,PROMPT-013,docs/AI医生/知识内容提取/提取脚本/merge_hpo_chinese.py,P2,P2,TRACKED_FILE,TRACKED_FILE,ARCHITECTURE_GOVERNANCE_BLOCKER,ARCHITECTURE_GOVERNANCE_BLOCKER,,git_cat-file_-e+git_ls_files,none,,VALIDATED_FOR_DISCOVERY,NONE,,a6-5-a-discovery-results.csv#DISC-082,Path/metadata discovery only; no content inspection
DISC-083,PROMPT-014,docs/AI医生/知识内容提取/提取脚本/parse_and_translate_icpc_xml.py,P2,P2,TRACKED_FILE,TRACKED_FILE,ARCHITECTURE_GOVERNANCE_BLOCKER,ARCHITECTURE_GOVERNANCE_BLOCKER,,git_cat-file_-e+git_ls_files,none,,VALIDATED_FOR_DISCOVERY,NONE,,a6-5-a-discovery-results.csv#DISC-083,Path/metadata discovery only; no content inspection
DISC-084,PROMPT-015,docs/AI医生/知识内容提取/提取脚本/translate_icpc_chinese.py,P2,P2,TRACKED_FILE,TRACKED_FILE,ARCHITECTURE_GOVERNANCE_BLOCKER,ARCHITECTURE_GOVERNANCE_BLOCKER,,git_cat-file_-e+git_ls_files,none,,VALIDATED_FOR_DISCOVERY,NONE,,a6-5-a-discovery-results.csv#DISC-084,Path/metadata discovery only; no content inspection
DISC-085,MODEL-001,common/aidoctor_llm/llm_client.py,P1,P1,TRACKED_FILE,TRACKED_FILE,RUNTIME_COUPLING_BLOCKER,RUNTIME_COUPLING_BLOCKER,,git_cat-file_-e+git_ls_files,git_grep_-l_filename_only,common/aidoctor_llm/README.md;common/aidoctor_llm/__init__.py;diagnosis-engine-service/README.md;diagnosis-engine-service/app/api/routes.py;diagnosis-engine-service/app/engines/fusion_engine.py;diagnosis-engine-service/app/engines/llm_engine.py;diagnosis-engine-service/app/kg-reasoning-engine/path_injector.py;diagnosis-engine-service/app/multi-engine-fusion/llm_engine.py;diagnosis-engine-service/app/utils/dependencies.py;diagnosis-engine-service/docs/diagnosis-engine-service - 已实现功能清单.md;diagnosis-engine-service/docs/diagnosis-engine-service - 服务实现方案.md;dialog-service/README.md;dialog-service/app/core/nlg.py;dialog-service/app/core/nlu.py;dialog-service/docs/dialog-service - 已实现功能清单.md,VALIDATED_FOR_DISCOVERY,NONE,,a6-5-a-discovery-results.csv#DISC-085,Path/metadata discovery only; no content inspection
DISC-086,MODEL-002,common/aidoctor_llm/config.py,P1,P1,TRACKED_FILE,TRACKED_FILE,RUNTIME_COUPLING_BLOCKER,RUNTIME_COUPLING_BLOCKER,,git_cat-file_-e+git_ls_files,git_grep_-l_filename_only,.gitignore;DRKnows-main/LICENSE;Git提交规范.md;capabilities/requirements-test.lock.txt;clinical-parsing-service/README.md;clinical-parsing-service/app/main.py;clinical-parsing-service/app/services/parsing_service.py;clinical-parsing-service/app/utils/cdp_reader.py;clinical-parsing-service/docs/clinical-parsing-service - 已实现功能清单.md;clinical-parsing-service/docs/clinical-parsing-service - 服务实现方案.md;common/aidoctor_llm/README.md;common/aidoctor_llm/__init__.py;common/aidoctor_llm/llm_client.py;common/aidoctor_llm/prompt_manager.py;contracts/v1/requirements-test.lock.txt,VALIDATED_FOR_DISCOVERY,NONE,,a6-5-a-discovery-results.csv#DISC-086,Path/metadata discovery only; no content inspection
DISC-087,MODEL-003,diagnosis-engine-service/app/config/settings.py,P1,P1,TRACKED_FILE,TRACKED_FILE,RUNTIME_COUPLING_BLOCKER,RUNTIME_COUPLING_BLOCKER,,git_cat-file_-e+git_ls_files,git_grep_-l_filename_only,.gitignore;DRKnows-main/readme.md;clinical-parsing-service/README.md;clinical-parsing-service/app/config/settings.py;clinical-parsing-service/app/main.py;clinical-parsing-service/app/services/parsing_service.py;clinical-parsing-service/app/utils/cdp_reader.py;clinical-parsing-service/docs/clinical-parsing-service - 已实现功能清单.md;clinical-parsing-service/docs/clinical-parsing-service - 服务实现方案.md;clinical-parsing-service/requirements.txt;diagnosis-engine-service/README.md;diagnosis-engine-service/app/api/routes.py;diagnosis-engine-service/app/engines/fusion_engine.py;diagnosis-engine-service/app/engines/kg_engine.py,VALIDATED_FOR_DISCOVERY,NONE,,a6-5-a-discovery-results.csv#DISC-087,Path/metadata discovery only; no content inspection
DISC-088,MODEL-004,diagnosis-engine-service/app/engines/llm_engine.py,P1,P1,TRACKED_FILE,TRACKED_FILE,RUNTIME_COUPLING_BLOCKER,RUNTIME_COUPLING_BLOCKER,,git_cat-file_-e+git_ls_files,git_grep_-l_filename_only,diagnosis-engine-service/README.md;diagnosis-engine-service/app/analyzers/evidence_analyzer.py;diagnosis-engine-service/app/api/routes.py;diagnosis-engine-service/app/engines/__init__.py;diagnosis-engine-service/app/engines/fusion_engine.py;diagnosis-engine-service/app/multi-engine-fusion/__init__.py;diagnosis-engine-service/app/multi-engine-fusion/llm_engine.py;diagnosis-engine-service/docs/diagnosis-engine-service - 已实现功能清单.md;diagnosis-engine-service/docs/diagnosis-engine-service - 服务实现方案.md;diagnosis-engine-service/删除清单-统计模型引擎和规则引擎.md;docs/AI医生/Dr.KNOWS/AI医生系统架构设计 - 基于DR.KNOWS的扩展.md;docs/AI医生/项目文档/10.实现与部署/项目结构设计.md;docs/AI医生/项目文档/13.技术细节/LangChain架构开发流程.md;docs/refactoring/evidence/phase-a/a2/model-call-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv,VALIDATED_FOR_DISCOVERY,NONE,,a6-5-a-discovery-results.csv#DISC-088,Path/metadata discovery only; no content inspection
DISC-089,MODEL-005,diagnosis-engine-service/app/multi-engine-fusion/llm_engine.py,P1,P1,TRACKED_FILE,TRACKED_FILE,RUNTIME_COUPLING_BLOCKER,RUNTIME_COUPLING_BLOCKER,,git_cat-file_-e+git_ls_files,git_grep_-l_filename_only,diagnosis-engine-service/README.md;diagnosis-engine-service/app/analyzers/evidence_analyzer.py;diagnosis-engine-service/app/api/routes.py;diagnosis-engine-service/app/engines/__init__.py;diagnosis-engine-service/app/engines/fusion_engine.py;diagnosis-engine-service/app/multi-engine-fusion/__init__.py;diagnosis-engine-service/docs/diagnosis-engine-service - 已实现功能清单.md;diagnosis-engine-service/docs/diagnosis-engine-service - 服务实现方案.md;diagnosis-engine-service/删除清单-统计模型引擎和规则引擎.md;docs/AI医生/Dr.KNOWS/AI医生系统架构设计 - 基于DR.KNOWS的扩展.md;docs/AI医生/项目文档/10.实现与部署/项目结构设计.md;docs/AI医生/项目文档/13.技术细节/LangChain架构开发流程.md;docs/refactoring/evidence/phase-a/a2/model-call-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv,VALIDATED_FOR_DISCOVERY,NONE,,a6-5-a-discovery-results.csv#DISC-089,Path/metadata discovery only; no content inspection
DISC-090,MODEL-006,health-state-assessment-service/app/services/nlu/ner_model.py,P1,P1,TRACKED_FILE,TRACKED_FILE,RUNTIME_COUPLING_BLOCKER,RUNTIME_COUPLING_BLOCKER,,git_cat-file_-e+git_ls_files,git_grep_-l_filename_only,docs/AI医生/项目文档/13.技术细节/DR.KNOWS路径推理设计.md;docs/AI医生/项目文档/4.工具设计/工具技术实现.md;docs/refactoring/evidence/phase-a/a2/model-call-inventory.csv;docs/refactoring/evidence/phase-a/a2/python-contract-variant-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/方案讨论过程文件/功能与技术设计/AI医生系统-技术架构设计-核心技术组件.md;docs/方案讨论过程文件/系统设计方案/智能诊断系统-技术架构方案.md;docs/方案讨论过程文件/项目逻辑梳理/AI医生系统-主Agent+Tools三层架构关系详细说明.md;health-state-assessment-service/app/config/settings.py;health-state-assessment-service/app/services/nlu/__init__.py;health-state-assessment-service/app/services/nlu/entity_extractor.py;health-state-assessment-service/docs/NLU细化实现方案.md,VALIDATED_FOR_DISCOVERY,NONE,,a6-5-a-discovery-results.csv#DISC-090,Path/metadata discovery only; no content inspection
DISC-091,MODEL-007,ocr-service/app/services/ocr_service.py,P1,P1,TRACKED_FILE,TRACKED_FILE,RUNTIME_COUPLING_BLOCKER,RUNTIME_COUPLING_BLOCKER,,git_cat-file_-e+git_ls_files,git_grep_-l_filename_only,clinical-parsing-service/app/config/settings.py;docs/AI医生/项目文档/10.实现与部署/项目结构设计.md;docs/refactoring/evidence/phase-a/a2/model-call-inventory.csv;docs/refactoring/evidence/phase-a/a2/python-contract-variant-inventory.csv;docs/refactoring/evidence/phase-a/a4/data-access-path-inventory.csv;docs/refactoring/evidence/phase-a/a4/data-lifecycle-governance-inventory.csv;docs/refactoring/evidence/phase-a/a4/data-store-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;ocr-service/app/api/routes.py;ocr-service/docs/ocr-service - 已实现功能清单.md,VALIDATED_FOR_DISCOVERY,NONE,,a6-5-a-discovery-results.csv#DISC-091,Path/metadata discovery only; no content inspection
DISC-092,MODEL-008,DRKnows-main/generate_CUI_embedding.py,P1,P1,TRACKED_FILE,TRACKED_FILE,RUNTIME_COUPLING_BLOCKER,RUNTIME_COUPLING_BLOCKER,,git_cat-file_-e+git_ls_files,git_grep_-l_filename_only,DRKnows-main/readme.md;docs/refactoring/evidence/phase-a/a2/model-call-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv,VALIDATED_FOR_DISCOVERY,NONE,QUARANTINED_AT_PATH_LEVEL,a6-5-a-discovery-results.csv#DISC-092,Path/metadata discovery only; no content inspection
