gap_id,execution_id,task_id,source_asset_id,source_path,source_field_path,candidate_contract,gap_type,compatibility_impact,runtime_impact,patient_safety_impact,phi_risk,proposed_resolution_class,required_owner_role,required_evidence,status,notes
A65C-C01-GAP-WF-015-22ADC2D88039,A65C-C01-20260807-FD246A2,TASK-C01,WF-015,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolContext.java,cdpReference.version,ToolContext,VERSIONING_MISMATCH,DOCUMENTED_ONLY,runtime_wiring_authorized=no;runtime_wiring_created=no,none_direct_static_mapping,low,INSUFFICIENT_EVIDENCE,architecture,independent_C01_review,OPEN,Documented semantic distinction: legacy version field != Shared Contract schema version 1.0.0. Structural integer mapping may still be COMPATIBLE_AS_IS.
A65C-C01-GAP-WF-004-62A9E0FE818E,A65C-C01-20260807-FD246A2,TASK-C01,WF-004,diagnosis-service/src/main/java/com/aidoctor/diagnosis/entity/CDP.java,sessionId,IdentifierSet,IDENTIFIER_SEMANTICS_MISMATCH,ADAPTER_REQUIRED,runtime_wiring_authorized=no;runtime_wiring_created=no;review_remediation=yes,none_direct_static_mapping,low,ADAPTER_REQUIRED,architecture,independent_C01_review,OPEN,Source Java String lacks static proof of opaqueIdentifier pattern ^[A-Za-z0-9][A-Za-z0-9._:-]*$. | finding=F-A65C-C01-R01 | proposed_resolution is candidate only; not AUTHORIZED_RESOLUTION.
A65C-C01-GAP-WF-004-B56719410E98,A65C-C01-20260807-FD246A2,TASK-C01,WF-004,diagnosis-service/src/main/java/com/aidoctor/diagnosis/entity/CDP.java,patientId,IdentifierSet,IDENTIFIER_SEMANTICS_MISMATCH,ADAPTER_REQUIRED,runtime_wiring_authorized=no;runtime_wiring_created=no;review_remediation=yes,none_direct_static_mapping,phi_capable_identifier,ADAPTER_REQUIRED,architecture,independent_C01_review,OPEN,Source Java String lacks static proof of opaqueIdentifier pattern ^[A-Za-z0-9][A-Za-z0-9._:-]*$. | finding=F-A65C-C01-R01 | proposed_resolution is candidate only; not AUTHORIZED_RESOLUTION.
A65C-C01-GAP-WF-004-01276DDEF1F0,A65C-C01-20260807-FD246A2,TASK-C01,WF-004,diagnosis-service/src/main/java/com/aidoctor/diagnosis/entity/CDP.java,id,IdentifierSet,IDENTIFIER_SEMANTICS_MISMATCH,ADAPTER_REQUIRED,runtime_wiring_authorized=no;runtime_wiring_created=no;review_remediation=yes,none_direct_static_mapping,phi_capable_identifier,ADAPTER_REQUIRED,architecture,independent_C01_review,OPEN,Source Java String lacks static proof of opaqueIdentifier pattern ^[A-Za-z0-9][A-Za-z0-9._:-]*$. | finding=F-A65C-C01-R01 | proposed_resolution is candidate only; not AUTHORIZED_RESOLUTION.
A65C-C01-GAP-WF-005-BC2E9FC349B9,A65C-C01-20260807-FD246A2,TASK-C01,WF-005,diagnosis-service/src/main/java/com/aidoctor/diagnosis/entity/CDPVersion.java,cdpId,IdentifierSet,IDENTIFIER_SEMANTICS_MISMATCH,ADAPTER_REQUIRED,runtime_wiring_authorized=no;runtime_wiring_created=no;review_remediation=yes,none_direct_static_mapping,low,ADAPTER_REQUIRED,architecture,independent_C01_review,OPEN,Source Java String lacks static proof of opaqueIdentifier pattern ^[A-Za-z0-9][A-Za-z0-9._:-]*$. | finding=F-A65C-C01-R01 | proposed_resolution is candidate only; not AUTHORIZED_RESOLUTION.
A65C-C01-GAP-WF-005-7E12F8B57D4C,A65C-C01-20260807-FD246A2,TASK-C01,WF-005,diagnosis-service/src/main/java/com/aidoctor/diagnosis/entity/CDPVersion.java,cdpId,IdentifierSet,NULLABILITY_MISMATCH,ADAPTER_REQUIRED,runtime_wiring_authorized=no;runtime_wiring_created=no;review_remediation=yes,none_direct_static_mapping,low,ADAPTER_REQUIRED,architecture,independent_C01_review,OPEN,Target non-null opaqueIdentifier; source nullability UNKNOWN_FAIL_CLOSED. | finding=F-A65C-C01-R03 | proposed_resolution is candidate only; not AUTHORIZED_RESOLUTION.
A65C-C01-GAP-WF-006-550093F4D4F5,A65C-C01-20260807-FD246A2,TASK-C01,WF-006,diagnosis-service/src/main/java/com/aidoctor/diagnosis/entity/AgentState.java,cdpId,IdentifierSet,IDENTIFIER_SEMANTICS_MISMATCH,ADAPTER_REQUIRED,runtime_wiring_authorized=no;runtime_wiring_created=no;review_remediation=yes,none_direct_static_mapping,low,ADAPTER_REQUIRED,architecture,independent_C01_review,OPEN,Source Java String lacks static proof of opaqueIdentifier pattern ^[A-Za-z0-9][A-Za-z0-9._:-]*$. | finding=F-A65C-C01-R01 | proposed_resolution is candidate only; not AUTHORIZED_RESOLUTION.
A65C-C01-GAP-WF-006-9792D584ADB3,A65C-C01-20260807-FD246A2,TASK-C01,WF-006,diagnosis-service/src/main/java/com/aidoctor/diagnosis/entity/AgentState.java,sessionId,IdentifierSet,IDENTIFIER_SEMANTICS_MISMATCH,ADAPTER_REQUIRED,runtime_wiring_authorized=no;runtime_wiring_created=no;review_remediation=yes,none_direct_static_mapping,low,ADAPTER_REQUIRED,architecture,independent_C01_review,OPEN,Source Java String lacks static proof of opaqueIdentifier pattern ^[A-Za-z0-9][A-Za-z0-9._:-]*$. | finding=F-A65C-C01-R01 | proposed_resolution is candidate only; not AUTHORIZED_RESOLUTION.
A65C-C01-GAP-WF-007-29443A4FE9FA,A65C-C01-20260807-FD246A2,TASK-C01,WF-007,diagnosis-service/src/main/java/com/aidoctor/diagnosis/entity/AuditTrail.java,cdpId,IdentifierSet,IDENTIFIER_SEMANTICS_MISMATCH,ADAPTER_REQUIRED,runtime_wiring_authorized=no;runtime_wiring_created=no;review_remediation=yes,none_direct_static_mapping,low,ADAPTER_REQUIRED,architecture,independent_C01_review,OPEN,Source Java String lacks static proof of opaqueIdentifier pattern ^[A-Za-z0-9][A-Za-z0-9._:-]*$. | finding=F-A65C-C01-R01 | proposed_resolution is candidate only; not AUTHORIZED_RESOLUTION.
A65C-C01-GAP-WF-007-4930AF61DC1E,A65C-C01-20260807-FD246A2,TASK-C01,WF-007,diagnosis-service/src/main/java/com/aidoctor/diagnosis/entity/AuditTrail.java,sessionId,IdentifierSet,IDENTIFIER_SEMANTICS_MISMATCH,ADAPTER_REQUIRED,runtime_wiring_authorized=no;runtime_wiring_created=no;review_remediation=yes,none_direct_static_mapping,low,ADAPTER_REQUIRED,architecture,independent_C01_review,OPEN,Source Java String lacks static proof of opaqueIdentifier pattern ^[A-Za-z0-9][A-Za-z0-9._:-]*$. | finding=F-A65C-C01-R01 | proposed_resolution is candidate only; not AUTHORIZED_RESOLUTION.
A65C-C01-GAP-WF-007-DE062AE6687E,A65C-C01-20260807-FD246A2,TASK-C01,WF-007,diagnosis-service/src/main/java/com/aidoctor/diagnosis/entity/AuditTrail.java,id,AuditRef,IDENTIFIER_SEMANTICS_MISMATCH,ADAPTER_REQUIRED,runtime_wiring_authorized=no;runtime_wiring_created=no;review_remediation=yes,none_direct_static_mapping,low,ADAPTER_REQUIRED,architecture,independent_C01_review,OPEN,Source Java String lacks static proof of opaqueIdentifier pattern ^[A-Za-z0-9][A-Za-z0-9._:-]*$. | finding=F-A65C-C01-R01 | proposed_resolution is candidate only; not AUTHORIZED_RESOLUTION.
A65C-C01-GAP-WF-015-8B37C0DB5F2A,A65C-C01-20260807-FD246A2,TASK-C01,WF-015,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolContext.java,cdpReference.cdpId,ToolContext,IDENTIFIER_SEMANTICS_MISMATCH,ADAPTER_REQUIRED,runtime_wiring_authorized=no;runtime_wiring_created=no;review_remediation=yes,none_direct_static_mapping,low,ADAPTER_REQUIRED,architecture,independent_C01_review,OPEN,Source Java String lacks static proof of opaqueIdentifier pattern ^[A-Za-z0-9][A-Za-z0-9._:-]*$. | finding=F-A65C-C01-R01 | proposed_resolution is candidate only; not AUTHORIZED_RESOLUTION.
A65C-C01-GAP-WF-015-9B47460F5F18,A65C-C01-20260807-FD246A2,TASK-C01,WF-015,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolContext.java,cdpReference.cdpId,ToolContext,REQUIREDNESS_MISMATCH,ADAPTER_REQUIRED,runtime_wiring_authorized=no;runtime_wiring_created=no;review_remediation=yes,none_direct_static_mapping,low,ADAPTER_REQUIRED,architecture,independent_C01_review,OPEN,Target property REQUIRED but source requiredness not proven at API/business level. | finding=F-A65C-C01-R03 | proposed_resolution is candidate only; not AUTHORIZED_RESOLUTION.
A65C-C01-GAP-WF-015-4A487D76790D,A65C-C01-20260807-FD246A2,TASK-C01,WF-015,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolContext.java,cdpReference.cdpId,ToolContext,NULLABILITY_MISMATCH,ADAPTER_REQUIRED,runtime_wiring_authorized=no;runtime_wiring_created=no;review_remediation=yes,none_direct_static_mapping,low,ADAPTER_REQUIRED,architecture,independent_C01_review,OPEN,Target non-null opaqueIdentifier; source nullability UNKNOWN_FAIL_CLOSED. | finding=F-A65C-C01-R03 | proposed_resolution is candidate only; not AUTHORIZED_RESOLUTION.
A65C-C01-GAP-WF-005-E03A8FA359A2,A65C-C01-20260807-FD246A2,TASK-C01,WF-005,diagnosis-service/src/main/java/com/aidoctor/diagnosis/entity/CDPVersion.java,versionNumber,StatePatch,REQUIREDNESS_MISMATCH,ADAPTER_REQUIRED,runtime_wiring_authorized=no;runtime_wiring_created=no;review_remediation=yes,none_direct_static_mapping,low,ADAPTER_REQUIRED,architecture,independent_C01_review,OPEN,Target REQUIRED vs source UNKNOWN_FAIL_CLOSED requiredness. | finding=F-A65C-C01-R03 | proposed_resolution is candidate only; not AUTHORIZED_RESOLUTION.
A65C-C01-GAP-WF-005-D7C506BC1EF5,A65C-C01-20260807-FD246A2,TASK-C01,WF-005,diagnosis-service/src/main/java/com/aidoctor/diagnosis/entity/CDPVersion.java,versionNumber,StatePatch,NULLABILITY_MISMATCH,ADAPTER_REQUIRED,runtime_wiring_authorized=no;runtime_wiring_created=no;review_remediation=yes,none_direct_static_mapping,low,ADAPTER_REQUIRED,architecture,independent_C01_review,OPEN,Target non-null vs source UNKNOWN_FAIL_CLOSED nullability. | finding=F-A65C-C01-R03 | proposed_resolution is candidate only; not AUTHORIZED_RESOLUTION.
A65C-C01-GAP-WF-015-F475A1DB200F,A65C-C01-20260807-FD246A2,TASK-C01,WF-015,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolContext.java,cdpReference.version,ToolContext,REQUIREDNESS_MISMATCH,ADAPTER_REQUIRED,runtime_wiring_authorized=no;runtime_wiring_created=no;review_remediation=yes,none_direct_static_mapping,low,ADAPTER_REQUIRED,architecture,independent_C01_review,OPEN,Target REQUIRED vs source UNKNOWN_FAIL_CLOSED requiredness. | finding=F-A65C-C01-R03 | proposed_resolution is candidate only; not AUTHORIZED_RESOLUTION.
A65C-C01-GAP-WF-015-865CEF434E42,A65C-C01-20260807-FD246A2,TASK-C01,WF-015,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolContext.java,cdpReference.version,ToolContext,NULLABILITY_MISMATCH,ADAPTER_REQUIRED,runtime_wiring_authorized=no;runtime_wiring_created=no;review_remediation=yes,none_direct_static_mapping,low,ADAPTER_REQUIRED,architecture,independent_C01_review,OPEN,Target non-null vs source UNKNOWN_FAIL_CLOSED nullability. | finding=F-A65C-C01-R03 | proposed_resolution is candidate only; not AUTHORIZED_RESOLUTION.
A65C-C01-GAP-WF-015-86F013837552,A65C-C01-20260807-FD246A2,TASK-C01,WF-015,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolContext.java,cdpReference.version,ToolContext,NULLABILITY_MISMATCH,ADAPTER_REQUIRED,runtime_wiring_authorized=no;runtime_wiring_created=no;review_remediation=yes,none_direct_static_mapping,low,ADAPTER_REQUIRED,architecture,independent_C01_review,OPEN,Boxed Integer source nullability UNKNOWN vs required integer target. | finding=F-A65C-C01-R02 | proposed_resolution is candidate only; not AUTHORIZED_RESOLUTION.
A65C-C01-GAP-WF-015-A315306FACD2,A65C-C01-20260807-FD246A2,TASK-C01,WF-015,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolContext.java,cdpReference.version,ToolContext,REQUIREDNESS_MISMATCH,ADAPTER_REQUIRED,runtime_wiring_authorized=no;runtime_wiring_created=no;review_remediation=yes,none_direct_static_mapping,low,ADAPTER_REQUIRED,architecture,independent_C01_review,OPEN,Target current_state_ref.version REQUIRED; source requiredness UNKNOWN_FAIL_CLOSED. | finding=F-A65C-C01-R02 | proposed_resolution is candidate only; not AUTHORIZED_RESOLUTION.
