mapping_id,execution_id,task_id,source_asset_id,source_path,source_symbol,source_field_path,source_type,source_requiredness,source_nullability,source_enum_or_domain,target_contract_name,target_schema_path,target_json_pointer,target_type,target_requiredness,target_nullability,mapping_class,transform_class,compatibility_class,phi_risk,runtime_wiring_required,contract_mutation_required,evidence_reference,reviewer_role,status,notes
A65C-C01-WF-016-14300326642B,A65C-C01-20260807-FD246A2,TASK-C01,WF-016,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolResult.java,ToolResult,evidence.strength,String,UNKNOWN_FAIL_CLOSED,UNKNOWN_FAIL_CLOSED,,,,,,,,SOURCE_ONLY,NONE,DOCUMENTED_ONLY,low,no,no,git-blob:76789a61bb6ce2c7a1bd920093f4db045ca1b855,pending_independent_review,GAP_RECORDED,Evidence object leaves have no direct ToolResult.evidence_refs leaf fields.
A65C-C01-WF-016-1AA5F1D7D1DD,A65C-C01-20260807-FD246A2,TASK-C01,WF-016,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolResult.java,ToolResult,quality,Quality,UNKNOWN_FAIL_CLOSED,UNKNOWN_FAIL_CLOSED,,,,,,,,SOURCE_ONLY,NONE,DOCUMENTED_ONLY,low,yes,yes,git-blob:76789a61bb6ce2c7a1bd920093f4db045ca1b855,pending_independent_review,GAP_RECORDED,No quality object on contracts ToolResult. | REVIEW_REMEDIATION: F-A65C-C01-R05: No evidence legacy semantic must survive cross-boundary contract; DOCUMENTED_ONLY.
A65C-C01-WF-016-5165F970614E,A65C-C01-20260807-FD246A2,TASK-C01,WF-016,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolResult.java,ToolResult,quality.confidence,Double,UNKNOWN_FAIL_CLOSED,UNKNOWN_FAIL_CLOSED,,,,,,,,SOURCE_ONLY,NONE,DOCUMENTED_ONLY,low,yes,yes,git-blob:76789a61bb6ce2c7a1bd920093f4db045ca1b855,pending_independent_review,GAP_RECORDED,Quality leaf SOURCE_ONLY. | REVIEW_REMEDIATION: F-A65C-C01-R05: No evidence legacy semantic must survive cross-boundary contract; DOCUMENTED_ONLY.
A65C-C01-WF-016-495C0CAF8238,A65C-C01-20260807-FD246A2,TASK-C01,WF-016,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolResult.java,ToolResult,quality.completeness,Double,UNKNOWN_FAIL_CLOSED,UNKNOWN_FAIL_CLOSED,,,,,,,,SOURCE_ONLY,NONE,DOCUMENTED_ONLY,low,yes,yes,git-blob:76789a61bb6ce2c7a1bd920093f4db045ca1b855,pending_independent_review,GAP_RECORDED,Quality leaf SOURCE_ONLY. | REVIEW_REMEDIATION: F-A65C-C01-R05: No evidence legacy semantic must survive cross-boundary contract; DOCUMENTED_ONLY.
A65C-C01-WF-016-403EAF3CEE8B,A65C-C01-20260807-FD246A2,TASK-C01,WF-016,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolResult.java,ToolResult,quality.accuracy,Double,UNKNOWN_FAIL_CLOSED,UNKNOWN_FAIL_CLOSED,,,,,,,,SOURCE_ONLY,NONE,DOCUMENTED_ONLY,low,yes,yes,git-blob:76789a61bb6ce2c7a1bd920093f4db045ca1b855,pending_independent_review,GAP_RECORDED,Quality leaf SOURCE_ONLY. | REVIEW_REMEDIATION: F-A65C-C01-R05: No evidence legacy semantic must survive cross-boundary contract; DOCUMENTED_ONLY.
A65C-C01-WF-016-C62F2E3DDF07,A65C-C01-20260807-FD246A2,TASK-C01,WF-016,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolResult.java,ToolResult,suggestedWrites,List<SuggestedWrite>,UNKNOWN_FAIL_CLOSED,UNKNOWN_FAIL_CLOSED,,ToolResult,contracts/v1/schemas/tool-result.schema.json,/suggested_patches,array,REQUIRED,NON_NULL_TYPED,WRAPPER_REQUIRED,OBJECT_WRAPPER,ADAPTER_REQUIRED,phi_capable_payload_structure,yes,no,git-blob:76789a61bb6ce2c7a1bd920093f4db045ca1b855,pending_independent_review,GAP_RECORDED,SuggestedWrite list vs StatePatch array; proposals != committed state. C-OD-003 open.
A65C-C01-WF-016-F142944F9AC5,A65C-C01-20260807-FD246A2,TASK-C01,WF-016,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolResult.java,ToolResult,suggestedWrites.fieldPath,String,UNKNOWN_FAIL_CLOSED,UNKNOWN_FAIL_CLOSED,,StatePatch,contracts/v1/schemas/state-patch.schema.json,/operations,array,REQUIRED,NON_NULL_TYPED,INSUFFICIENT_EVIDENCE,MANUAL_ADAPTER_REQUIRED,UNKNOWN_FAIL_CLOSED,phi_capable_payload_structure,yes,no,git-blob:76789a61bb6ce2c7a1bd920093f4db045ca1b855,pending_independent_review,INSUFFICIENT_EVIDENCE,Leaf fields may feed StatePatch.operations but op/path/source/sensitivity required structure not present in legacy leaves. Not field authorization.
A65C-C01-WF-016-753F13496F75,A65C-C01-20260807-FD246A2,TASK-C01,WF-016,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolResult.java,ToolResult,suggestedWrites.value,Object,UNKNOWN_FAIL_CLOSED,UNKNOWN_FAIL_CLOSED,,StatePatch,contracts/v1/schemas/state-patch.schema.json,/operations,array,REQUIRED,NON_NULL_TYPED,INSUFFICIENT_EVIDENCE,MANUAL_ADAPTER_REQUIRED,UNKNOWN_FAIL_CLOSED,phi_capable_payload_structure,yes,no,git-blob:76789a61bb6ce2c7a1bd920093f4db045ca1b855,pending_independent_review,INSUFFICIENT_EVIDENCE,Leaf fields may feed StatePatch.operations but op/path/source/sensitivity required structure not present in legacy leaves. Not field authorization.
A65C-C01-WF-016-F099DF3496DC,A65C-C01-20260807-FD246A2,TASK-C01,WF-016,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolResult.java,ToolResult,suggestedWrites.reason,String,UNKNOWN_FAIL_CLOSED,UNKNOWN_FAIL_CLOSED,,StatePatch,contracts/v1/schemas/state-patch.schema.json,/operations,array,REQUIRED,NON_NULL_TYPED,INSUFFICIENT_EVIDENCE,MANUAL_ADAPTER_REQUIRED,UNKNOWN_FAIL_CLOSED,phi_capable_payload_structure,yes,no,git-blob:76789a61bb6ce2c7a1bd920093f4db045ca1b855,pending_independent_review,INSUFFICIENT_EVIDENCE,Leaf fields may feed StatePatch.operations but op/path/source/sensitivity required structure not present in legacy leaves. Not field authorization.
A65C-C01-WF-016-3EA7F86E3B2E,A65C-C01-20260807-FD246A2,TASK-C01,WF-016,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolResult.java,ToolResult,errors,List<ErrorInfo>,UNKNOWN_FAIL_CLOSED,UNKNOWN_FAIL_CLOSED,,ToolResult,contracts/v1/schemas/tool-result.schema.json,/errors,array,REQUIRED,NON_NULL_TYPED,WRAPPER_REQUIRED,OBJECT_WRAPPER,ADAPTER_REQUIRED,low,yes,no,git-blob:76789a61bb6ce2c7a1bd920093f4db045ca1b855,pending_independent_review,GAP_RECORDED,ErrorInfo shape != contracts error (code/category/message/retryable).
A65C-C01-WF-016-FD389249D940,A65C-C01-20260807-FD246A2,TASK-C01,WF-016,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolResult.java,ToolResult,errors.errorType,String,UNKNOWN_FAIL_CLOSED,UNKNOWN_FAIL_CLOSED,,,,,,,,SOURCE_ONLY,ENUM_LOOKUP,ADAPTER_REQUIRED,low,yes,no,git-blob:76789a61bb6ce2c7a1bd920093f4db045ca1b855,pending_independent_review,GAP_RECORDED,Legacy error leaf names/types differ from contracts error schema.
A65C-C01-WF-016-6C444091E931,A65C-C01-20260807-FD246A2,TASK-C01,WF-016,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolResult.java,ToolResult,errors.errorMessage,String,UNKNOWN_FAIL_CLOSED,UNKNOWN_FAIL_CLOSED,,,,,,,,SOURCE_ONLY,ENUM_LOOKUP,ADAPTER_REQUIRED,low,yes,no,git-blob:76789a61bb6ce2c7a1bd920093f4db045ca1b855,pending_independent_review,GAP_RECORDED,Legacy error leaf names/types differ from contracts error schema.
A65C-C01-WF-016-343A41A704EF,A65C-C01-20260807-FD246A2,TASK-C01,WF-016,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolResult.java,ToolResult,errors.errorDetails,"Map<String, Object>",UNKNOWN_FAIL_CLOSED,UNKNOWN_FAIL_CLOSED,,,,,,,,SOURCE_ONLY,ENUM_LOOKUP,ADAPTER_REQUIRED,low,yes,no,git-blob:76789a61bb6ce2c7a1bd920093f4db045ca1b855,pending_independent_review,GAP_RECORDED,Legacy error leaf names/types differ from contracts error schema.
A65C-C01-WF-016-788DC8F8B71A,A65C-C01-20260807-FD246A2,TASK-C01,WF-016,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolResult.java,ToolResult,durationMs,Long,UNKNOWN_FAIL_CLOSED,UNKNOWN_FAIL_CLOSED,,,,,,,,SOURCE_ONLY,NONE,DOCUMENTED_ONLY,low,yes,yes,git-blob:76789a61bb6ce2c7a1bd920093f4db045ca1b855,pending_independent_review,GAP_RECORDED,Contracts use started_at/completed_at timestamps instead of durationMs. | REVIEW_REMEDIATION: F-A65C-C01-R05: No evidence legacy semantic must survive cross-boundary contract; DOCUMENTED_ONLY.
A65C-C01-WF-016-93EFAE69D581,A65C-C01-20260807-FD246A2,TASK-C01,WF-016,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolResult.java,ToolResult,metadata,"Map<String, Object>",UNKNOWN_FAIL_CLOSED,UNKNOWN_FAIL_CLOSED,,,,,,,,SOURCE_ONLY,NONE,CONTRACT_EXTENSION_CANDIDATE,phi_capable_payload_structure,yes,yes,git-blob:76789a61bb6ce2c7a1bd920093f4db045ca1b855,pending_independent_review,GAP_RECORDED,Arbitrary metadata map not present on contracts ToolResult (additionalProperties=false). | REVIEW_REMEDIATION: F-A65C-C01-R04: MAJOR_VERSION_REQUIRED downgraded; adapter/extension candidate not proven breaking-v1-only.
A65C-C01-WF-016-F5E8F79FAD04,A65C-C01-20260807-FD246A2,TASK-C01,WF-016,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolResult.java,ToolResult,TARGET_ONLY:/contract_version,,N/A,N/A,,ToolResult,contracts/v1/schemas/tool-result.schema.json,/contract_version,const:1.0.0,REQUIRED,NON_NULL_CONST,TARGET_ONLY,MANUAL_ADAPTER_REQUIRED,ADAPTER_REQUIRED,low,yes,no,git-blob:2116da3c3a3888102306cbbd14d8c1840096a28b,pending_independent_review,GAP_RECORDED,Required const; absent in legacy. C-OD-003 open.
A65C-C01-WF-016-46C878F00F46,A65C-C01-20260807-FD246A2,TASK-C01,WF-016,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolResult.java,ToolResult,TARGET_ONLY:/envelope,,N/A,N/A,,ToolResult,contracts/v1/schemas/tool-result.schema.json,/envelope,allOf,REQUIRED,VIA_ALLOF,TARGET_ONLY,MANUAL_ADAPTER_REQUIRED,ADAPTER_REQUIRED,low,yes,no,git-blob:2116da3c3a3888102306cbbd14d8c1840096a28b,pending_independent_review,GAP_RECORDED,Required envelope; absent in legacy. C-OD-003 open.
A65C-C01-WF-016-DCF3FA885E22,A65C-C01-20260807-FD246A2,TASK-C01,WF-016,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolResult.java,ToolResult,TARGET_ONLY:/tool_version,,N/A,N/A,,ToolResult,contracts/v1/schemas/tool-result.schema.json,/tool_version,string;pattern,REQUIRED,NON_NULL_TYPED,TARGET_ONLY,MANUAL_ADAPTER_REQUIRED,ADAPTER_REQUIRED,low,yes,no,git-blob:2116da3c3a3888102306cbbd14d8c1840096a28b,pending_independent_review,GAP_RECORDED,Required semver; absent in legacy. C-OD-003 open.
A65C-C01-WF-016-8DC5356BA436,A65C-C01-20260807-FD246A2,TASK-C01,WF-016,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolResult.java,ToolResult,TARGET_ONLY:/invocation_id,,N/A,N/A,,ToolResult,contracts/v1/schemas/tool-result.schema.json,/invocation_id,string;pattern,REQUIRED,NON_NULL_TYPED,TARGET_ONLY,MANUAL_ADAPTER_REQUIRED,ADAPTER_REQUIRED,low,yes,no,git-blob:2116da3c3a3888102306cbbd14d8c1840096a28b,pending_independent_review,GAP_RECORDED,Required; absent in legacy. C-OD-003 open.
A65C-C01-WF-016-955318B33D7F,A65C-C01-20260807-FD246A2,TASK-C01,WF-016,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolResult.java,ToolResult,TARGET_ONLY:/reason_code,,N/A,N/A,,ToolResult,contracts/v1/schemas/tool-result.schema.json,/reason_code,string;pattern,REQUIRED,NON_NULL_TYPED,TARGET_ONLY,MANUAL_ADAPTER_REQUIRED,ADAPTER_REQUIRED,low,yes,no,git-blob:2116da3c3a3888102306cbbd14d8c1840096a28b,pending_independent_review,GAP_RECORDED,Required; absent in legacy. C-OD-003 open.
A65C-C01-WF-016-9CD307D8A919,A65C-C01-20260807-FD246A2,TASK-C01,WF-016,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolResult.java,ToolResult,TARGET_ONLY:/retryable,,N/A,N/A,,ToolResult,contracts/v1/schemas/tool-result.schema.json,/retryable,boolean,REQUIRED,NON_NULL_TYPED,TARGET_ONLY,MANUAL_ADAPTER_REQUIRED,ADAPTER_REQUIRED,low,yes,no,git-blob:2116da3c3a3888102306cbbd14d8c1840096a28b,pending_independent_review,GAP_RECORDED,"Required boolean; derived only in legacy helpers, not a field. C-OD-003 open."
A65C-C01-WF-016-67801243CDD1,A65C-C01-20260807-FD246A2,TASK-C01,WF-016,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolResult.java,ToolResult,TARGET_ONLY:/started_at,,N/A,N/A,,ToolResult,contracts/v1/schemas/tool-result.schema.json,/started_at,string;format:date-time;pattern,REQUIRED,NON_NULL_TYPED,TARGET_ONLY,MANUAL_ADAPTER_REQUIRED,ADAPTER_REQUIRED,low,yes,no,git-blob:2116da3c3a3888102306cbbd14d8c1840096a28b,pending_independent_review,GAP_RECORDED,Required RFC3339; absent in legacy. C-OD-003 open.
A65C-C01-WF-016-411F81E87A90,A65C-C01-20260807-FD246A2,TASK-C01,WF-016,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolResult.java,ToolResult,TARGET_ONLY:/completed_at,,N/A,N/A,,ToolResult,contracts/v1/schemas/tool-result.schema.json,/completed_at,string;format:date-time;pattern,REQUIRED,NON_NULL_TYPED,TARGET_ONLY,MANUAL_ADAPTER_REQUIRED,ADAPTER_REQUIRED,low,yes,no,git-blob:2116da3c3a3888102306cbbd14d8c1840096a28b,pending_independent_review,GAP_RECORDED,Required RFC3339; absent in legacy. C-OD-003 open.
A65C-C01-CTR-001-57454C5B80F7,A65C-C01-20260807-FD246A2,TASK-C01,CTR-001,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto,DtoTree,dto_tree_inventory,directory,N/A,N/A,java_file_count=38,,,,,,,NOT_APPLICABLE,NONE,DOCUMENTED_ONLY,low,no,no,git-blob:d8cb373804d9fda3894741dd3964c69c2bb16607,pending_independent_review,NOT_APPLICABLE,STATIC_TREE_ENUMERATION only; 38 Java files under dto/. ToolContext/ToolResult under dto/tool/. Full clinical DTO field extraction NOT AUTHORIZED. C-OD-004 open.
A65C-C01-CTR-001-61F7D74A229B,A65C-C01-20260807-FD246A2,TASK-C01,CTR-001,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto,DtoTree,consumer_reference_scope,reference_set,N/A,N/A,consumer_count=11,,,,,,,NOT_APPLICABLE,NONE,DOCUMENTED_ONLY,low,no,no,static-consumer-scan:diagnosis-service,pending_independent_review,NOT_APPLICABLE,CONSUMER_REFERENCE_ANALYSIS only. Consumers: diagnosis-service/src/main/java/com/aidoctor/diagnosis/agent/ToolCaller.java;diagnosis-service/src/main/java/com/aidoctor/diagnosis/agent/AgentLoop.java;diagnosis-service/src/main/java/com/aidoctor/diagnosis/agent/EvidenceFusion.java;diagnosis-service/src/main/java/com/aidoctor/diagnosis/client/WorkupPlannerClient.java;diagnosis-service/src/main/java/com/aidoctor/diagnosis/client/TreatmentEngineClient.java;diagnosis-service/src/main/java/com/aidoctor/diagnosis/client/RiskAssessmentClient.java;diagnosis-service/src/main/java/com/aidoctor/diagnosis/client/ExplanationServiceClient.java;diagnosis-service/src/main/java/com/aidoctor/diagnosis/client/HealthStateAssessmentClient.java;diagnosis-service/src/main/java/com/aidoctor/diagnosis/client/DialogServiceClient.java;diagnosis-service/src/main/java/com/aidoctor/diagnosis/client/DiagnosisEngineClient.java;diagnosis-service/src/main/java/com/aidoctor/diagnosis/client/ClinicalParsingClient.java. Unauthorized DTO field expansion deferred as C-OD-004 INSUFFICIENT_EVIDENCE.
A65C-C01-CTR-001-BB487D5D5EE1,A65C-C01-20260807-FD246A2,TASK-C01,CTR-001,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto,DtoTree,unauthorized_dto_expansion,scope_boundary,N/A,N/A,,,,,,,,INSUFFICIENT_EVIDENCE,UNKNOWN_FAIL_CLOSED,UNKNOWN_FAIL_CLOSED,low,no,no,git-blob:d8cb373804d9fda3894741dd3964c69c2bb16607,pending_independent_review,INSUFFICIENT_EVIDENCE,C-OD-004: DTO tree contains classes outside WF-015/WF-016; full field extraction not authorized. INSUFFICIENT_EVIDENCE not silent skip.
A65C-C01-CTR-009-F5F53594D059,A65C-C01-20260807-FD246A2,TASK-C01,CTR-009,docs/refactoring/evidence/phase-a/a2/python-cdp-access-inventory.csv,PythonCdpAccessInventory,prior_vs_java_cdp_domains,prior_evidence_csv,N/A,N/A,IDENTIFIER_SEMANTICS_MISMATCH,,,,,,,INSUFFICIENT_EVIDENCE,NONE,UNKNOWN_FAIL_CLOSED,low,no,no,git-blob:19173c297a9bacac2cbde835b772bc5e4ac7ab7f,pending_independent_review,INSUFFICIENT_EVIDENCE,"CONSISTENT_STATIC_EVIDENCE for overlapping domains ['ddx', 'evidence_graph', 'health_state_assessment', 'management_plan', 'patient_state', 'triage', 'wellness_plan', 'workup_plan']; however CTR-009 also references write domains ['evidence_chain', 'reasoning_paths', 'conclusion_package'] not declared as CDP.java fields. C-OD-005 open. CTR-009 is PRIOR_EVIDENCE not AUTHORITATIVE_RUNTIME_SOURCE."
A65C-C01-BOUND-001-1EA3BB1A4A2A,A65C-C01-20260807-FD246A2,TASK-C01,BOUND-001,contracts/v1,SharedContractsV1,OUT_OF_CURRENT_SCOPE:KnowledgeReleaseRef,contract,N/A,N/A,,,,,,,,NOT_APPLICABLE,NONE,DOCUMENTED_ONLY,low,no,no,git-blob:d8cb373804d9fda3894741dd3964c69c2bb16607,pending_independent_review,NOT_APPLICABLE,OUT_OF_CURRENT_SCOPE contract KnowledgeReleaseRef present in manifest but not mapped in C01.
A65C-C01-BOUND-001-842B276EE39D,A65C-C01-20260807-FD246A2,TASK-C01,BOUND-001,contracts/v1,SharedContractsV1,OUT_OF_CURRENT_SCOPE:PatientDeliveryView,contract,N/A,N/A,,,,,,,,NOT_APPLICABLE,NONE,DOCUMENTED_ONLY,low,no,no,git-blob:d8cb373804d9fda3894741dd3964c69c2bb16607,pending_independent_review,NOT_APPLICABLE,OUT_OF_CURRENT_SCOPE contract PatientDeliveryView present in manifest but not mapped in C01.
A65C-C01-BOUND-001-27AF245A356C,A65C-C01-20260807-FD246A2,TASK-C01,BOUND-001,contracts/v1,SharedContractsV1,OUT_OF_CURRENT_SCOPE:SourceArtifact,contract,N/A,N/A,,,,,,,,NOT_APPLICABLE,NONE,DOCUMENTED_ONLY,low,no,no,git-blob:d8cb373804d9fda3894741dd3964c69c2bb16607,pending_independent_review,NOT_APPLICABLE,OUT_OF_CURRENT_SCOPE contract SourceArtifact present in manifest but not mapped in C01.
A65C-C01-BOUND-001-F876C9A594DD,A65C-C01-20260807-FD246A2,TASK-C01,BOUND-001,contracts/v1,SharedContractsV1,manifest_boundary,manifest.json,N/A,N/A,contract_version=1.0.0;version_negotiation=EXACT,IdentifierSet,contracts/v1/schemas/identifier-set.schema.json,/contract_version,const:1.0.0,REQUIRED,NON_NULL_CONST,TARGET_ONLY,NONE,DOCUMENTED_ONLY,low,no,no,git-blob:821351057699ecbf78099c6ad28738176e2c3a95,pending_independent_review,MAPPED_STRUCTURALLY,BOUND-001 READ_ONLY destination; contract_version 1.0.0 EXACT. contracts/v1 modified=no. contract_mutation_authorized=no.
