service,contract_name,file_path,type_kind,fields_summary,typed_or_untyped,producer,consumer,versioned,validation,error_semantics,cdp_read,cdp_write,evidence_level,target_contract_candidate,notes
treatment-engine-service,Treatment,treatment-engine-service/app/models/response.py:8,Pydantic model,name:str;description:str;priority:str,typed (nested dict/Any may remain),treatment-engine-service,treatment-engine-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,EVALUATE,Repeated names across services are separate source copies; camelCase and snake_case coexist
treatment-engine-service,TreatmentPlan,treatment-engine-service/app/models/response.py:15,Pydantic model,primaryTreatment:Treatment;alternativeTreatments:List[Treatment],typed (nested dict/Any may remain),treatment-engine-service,treatment-engine-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,EVALUATE,Repeated names across services are separate source copies; camelCase and snake_case coexist
treatment-engine-service,MedicationAdvice,treatment-engine-service/app/models/response.py:21,Pydantic model,name:str;indication:str;contraindications:List[str];drugInteractions:List[str];note:Optional[str],typed (nested dict/Any may remain),treatment-engine-service,treatment-engine-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,EVALUATE,Repeated names across services are separate source copies; camelCase and snake_case coexist
treatment-engine-service,NonMedicationAdvice,treatment-engine-service/app/models/response.py:30,Pydantic model,type:str;content:str;priority:str,typed (nested dict/Any may remain),treatment-engine-service,treatment-engine-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,EVALUATE,Repeated names across services are separate source copies; camelCase and snake_case coexist
treatment-engine-service,TreatmentPlanResponse,treatment-engine-service/app/models/response.py:37,Pydantic model,cdpId:Optional[str];treatmentPlan:TreatmentPlan;medicationAdvice:List[MedicationAdvice];nonMedicationAdvice:List[NonMedicationAdvice],typed (nested dict/Any may remain),treatment-engine-service,HTTP caller or agent,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,EVALUATE,Repeated names across services are separate source copies; camelCase and snake_case coexist
treatment-engine-service,CdpReference,treatment-engine-service/app/models/tool_context.py:9,Pydantic model,cdp_id:str;version:int;read_fields:List[str],typed (nested dict/Any may remain),treatment-engine-service,treatment-engine-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,YES,NO,CODE_CONFIRMED,Shared Contracts v1,Repeated names across services are separate source copies; camelCase and snake_case coexist
treatment-engine-service,AgentStateSummary,treatment-engine-service/app/models/tool_context.py:16,Pydantic model,current_step:int;work_mode:str,typed (nested dict/Any may remain),treatment-engine-service,treatment-engine-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,Shared Contracts v1,Repeated names across services are separate source copies; camelCase and snake_case coexist
treatment-engine-service,Constraints,treatment-engine-service/app/models/tool_context.py:22,Pydantic model,max_time_seconds:int;max_cost:float;risk_level_limit:Optional[str],typed (nested dict/Any may remain),treatment-engine-service,treatment-engine-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,Shared Contracts v1,Repeated names across services are separate source copies; camelCase and snake_case coexist
treatment-engine-service,ToolContext,treatment-engine-service/app/models/tool_context.py:29,Pydantic model,"trace_id:str;cdp_reference:CdpReference;agent_state_summary:AgentStateSummary;constraints:Constraints;call_params:Dict[str, Any]",typed (nested dict/Any may remain),HTTP caller or agent,treatment-engine-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,YES,NO,CODE_CONFIRMED,Shared Contracts v1,Repeated names across services are separate source copies; camelCase and snake_case coexist
treatment-engine-service,Evidence,treatment-engine-service/app/models/tool_result.py:9,Pydantic model,source:str;reference:str;strength:str;affected_direction:Optional[str];evidence_direction:Optional[str];evidence_name:Optional[str],typed (nested dict/Any may remain),treatment-engine-service,treatment-engine-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,Shared Contracts v1,Repeated names across services are separate source copies; camelCase and snake_case coexist
treatment-engine-service,Quality,treatment-engine-service/app/models/tool_result.py:19,Pydantic model,confidence:float;completeness:float;accuracy:Optional[float],typed (nested dict/Any may remain),treatment-engine-service,treatment-engine-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,Shared Contracts v1,Repeated names across services are separate source copies; camelCase and snake_case coexist
treatment-engine-service,SuggestedWrite,treatment-engine-service/app/models/tool_result.py:26,Pydantic model,field_path:str;value:Any;reason:str,typed (nested dict/Any may remain),treatment-engine-service,treatment-engine-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,suggested only,CODE_CONFIRMED,Shared Contracts v1,Repeated names across services are separate source copies; camelCase and snake_case coexist
treatment-engine-service,ErrorInfo,treatment-engine-service/app/models/tool_result.py:33,Pydantic model,"error_type:str;error_message:str;error_details:Dict[str, Any]",typed (nested dict/Any may remain),treatment-engine-service,treatment-engine-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,Shared Contracts v1,Repeated names across services are separate source copies; camelCase and snake_case coexist
treatment-engine-service,ToolResult,treatment-engine-service/app/models/tool_result.py:40,Pydantic model,"trace_id:str;tool_id:str;status:str;payload:Dict[str, Any];evidence:List[Evidence];quality:Quality;suggested_writes:List[SuggestedWrite];errors:List[ErrorInfo];duration_ms:int;metadata:Dict[str, Any]",typed (nested dict/Any may remain),treatment-engine-service,HTTP caller or agent,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,suggested only,CODE_CONFIRMED,Shared Contracts v1,Repeated names across services are separate source copies; camelCase and snake_case coexist
workup-planner-service,Settings,workup-planner-service/app/config/settings.py:8,Pydantic model,service_name:str;service_port:int;database_url:str,typed (nested dict/Any may remain),environment/config,workup-planner-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,EVALUATE,Repeated names across services are separate source copies; camelCase and snake_case coexist
workup-planner-service,WorkupPlanRequest,workup-planner-service/app/models/request.py:8,Pydantic model,"cdpId:Optional[str];cdp:Optional[Dict[str, Any]];ddx:list;patient_state:Dict[str, Any]",typed (nested dict/Any may remain),HTTP caller or agent,workup-planner-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,EVALUATE,Repeated names across services are separate source copies; camelCase and snake_case coexist
workup-planner-service,WorkupItem,workup-planner-service/app/models/response.py:8,Pydantic model,testName:str;testCode:str;priority:str;informationGain:float;purpose:str;urgency:str;reason:Optional[str],typed (nested dict/Any may remain),workup-planner-service,workup-planner-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,EVALUATE,Repeated names across services are separate source copies; camelCase and snake_case coexist
workup-planner-service,VerificationItem,workup-planner-service/app/models/response.py:19,Pydantic model,testName:str;testCode:str;priority:str;reason:str,typed (nested dict/Any may remain),workup-planner-service,workup-planner-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,EVALUATE,Repeated names across services are separate source copies; camelCase and snake_case coexist
workup-planner-service,VerificationPlan,workup-planner-service/app/models/response.py:27,Pydantic model,targetDisease:Optional[str];verificationItems:List[VerificationItem];priority:str;reason:Optional[str],typed (nested dict/Any may remain),workup-planner-service,workup-planner-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,EVALUATE,Repeated names across services are separate source copies; camelCase and snake_case coexist
workup-planner-service,WorkupPlanResponse,workup-planner-service/app/models/response.py:35,Pydantic model,cdpId:Optional[str];workupItems:List[WorkupItem];verificationPlan:Optional[VerificationPlan];priority:str,typed (nested dict/Any may remain),workup-planner-service,HTTP caller or agent,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,EVALUATE,Repeated names across services are separate source copies; camelCase and snake_case coexist
workup-planner-service,CdpReference,workup-planner-service/app/models/tool_context.py:9,Pydantic model,cdp_id:str;version:int;read_fields:List[str],typed (nested dict/Any may remain),workup-planner-service,workup-planner-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,YES,NO,CODE_CONFIRMED,Shared Contracts v1,Repeated names across services are separate source copies; camelCase and snake_case coexist
workup-planner-service,AgentStateSummary,workup-planner-service/app/models/tool_context.py:16,Pydantic model,current_step:int;work_mode:str,typed (nested dict/Any may remain),workup-planner-service,workup-planner-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,Shared Contracts v1,Repeated names across services are separate source copies; camelCase and snake_case coexist
workup-planner-service,Constraints,workup-planner-service/app/models/tool_context.py:22,Pydantic model,max_time_seconds:int;max_cost:float;risk_level_limit:Optional[str],typed (nested dict/Any may remain),workup-planner-service,workup-planner-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,Shared Contracts v1,Repeated names across services are separate source copies; camelCase and snake_case coexist
workup-planner-service,ToolContext,workup-planner-service/app/models/tool_context.py:29,Pydantic model,"trace_id:str;cdp_reference:CdpReference;agent_state_summary:AgentStateSummary;constraints:Constraints;call_params:Dict[str, Any]",typed (nested dict/Any may remain),HTTP caller or agent,workup-planner-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,YES,NO,CODE_CONFIRMED,Shared Contracts v1,Repeated names across services are separate source copies; camelCase and snake_case coexist
workup-planner-service,Evidence,workup-planner-service/app/models/tool_result.py:9,Pydantic model,source:str;reference:str;strength:str;affected_direction:Optional[str];evidence_direction:Optional[str];evidence_name:Optional[str],typed (nested dict/Any may remain),workup-planner-service,workup-planner-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,Shared Contracts v1,Repeated names across services are separate source copies; camelCase and snake_case coexist
workup-planner-service,Quality,workup-planner-service/app/models/tool_result.py:19,Pydantic model,confidence:float;completeness:float;accuracy:Optional[float],typed (nested dict/Any may remain),workup-planner-service,workup-planner-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,Shared Contracts v1,Repeated names across services are separate source copies; camelCase and snake_case coexist
workup-planner-service,SuggestedWrite,workup-planner-service/app/models/tool_result.py:26,Pydantic model,field_path:str;value:Any;reason:str,typed (nested dict/Any may remain),workup-planner-service,workup-planner-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,suggested only,CODE_CONFIRMED,Shared Contracts v1,Repeated names across services are separate source copies; camelCase and snake_case coexist
workup-planner-service,ErrorInfo,workup-planner-service/app/models/tool_result.py:33,Pydantic model,"error_type:str;error_message:str;error_details:Dict[str, Any]",typed (nested dict/Any may remain),workup-planner-service,workup-planner-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,Shared Contracts v1,Repeated names across services are separate source copies; camelCase and snake_case coexist
workup-planner-service,ToolResult,workup-planner-service/app/models/tool_result.py:40,Pydantic model,"trace_id:str;tool_id:str;status:str;payload:Dict[str, Any];evidence:List[Evidence];quality:Quality;suggested_writes:List[SuggestedWrite];errors:List[ErrorInfo];duration_ms:int;metadata:Dict[str, Any]",typed (nested dict/Any may remain),workup-planner-service,HTTP caller or agent,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,suggested only,CODE_CONFIRMED,Shared Contracts v1,Repeated names across services are separate source copies; camelCase and snake_case coexist
